ID,CrmName,RefDate,AutoCloseDate,NoClient,code_naf,composite_key,temps_code1,temps_code3,temps_code4,temps_code5,temps_code6,temps_total,pv_code1,pv_code3,pv_code4,pv_code5,pv_code6,pv_total,code1,code3,code4,code5,code6,name,forme_juridique,activite,premiere_date_signature,nb_salaries,CA,statut_caisse,nb_lignes_produits,nb_lignes_charges,nb_lignes_banque,statut_remuneration_dirigeant
30407,MIS-2020-12-01,2020-12-31,2021-07-06,06955,6810Z,202006955,22.35,10.15,2.0,10.75,0.0,45.25,2278.21,1209.12,226.85,998.76,0.0,4712.94,1,1,1,1,0,PANTHERA LEO,SASU,Activités des marchands de biens immobiliers,2018-02-21,0,0.0,0,0,212,219,0
30408,MIS-2020-12-01,2020-12-31,2021-06-30,06960,4791B,202006960,15.15,4.4,1.7,9.55,6.13,36.93,1751.02,450.22,187.26,844.3,495.51,3728.31,1,1,1,1,1,OVNYL,SARL,Vente à distance sur catalogue spécialisé,2018-09-01,0,0.0,-1,-1,-1,-1,-1
30409,MIS-2020-12-01,2020-12-31,2021-05-31,06969,4673A,202006969,7.6,4.25,2.15,0.52,3.75,18.27,942.8,512.16,243.37,49.67,375.14,2123.14,1,1,1,1,1,EURO STONE,SARL,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction,2017-11-14,0,0.0,-1,-1,-1,-1,-1
30410,MIS-2020-12-01,2020-12-31,2020-10-23,06970,8230z,202006970,0.0,0.0,1.2,0.0,0.0,1.2,0.0,0.0,130.97,0.0,0.0,130.97,0,0,1,0,0,LA LOGE QUI BOUGE,SAS,,2018-03-14,0,0.0,-1,-1,-1,-1,-1
30411,MIS-2020-12-01,2020-12-31,2021-06-08,06973,6820B,202006973,9.15,2.35,0.0,2.75,0.0,14.25,1063.75,256.46,0.0,231.88,0.0,1552.09,1,1,0,1,0,LOULI,SCI,Location de terrains et d'autres biens immobiliers,2018-01-11,0,89467.0,0,120,29,88,0
30413,MIS-2020-12-01,2020-12-31,2021-04-30,06976,5610C,202006976,4.0,0.17,1.35,0.0,0.6,6.12,480.37,17.18,148.7,0.0,55.79,702.04,1,1,1,0,1,ARLENA OUEST,EURL,Restauration de type rapide,2017-12-21,0,0.0,1,0,60,48,0
30414,MIS-2020-12-01,2020-12-31,2021-04-30,06977,5610C,202006977,30.33,4.76,1.35,24.75,24.54,85.73,2999.95,499.04,148.7,2085.11,2457.46,8190.26,1,1,1,1,1,ARLENA,EURL,Restauration de type rapide,2017-12-21,13,237640.06,1,254,945,1924,1
30415,MIS-2020-12-01,2020-12-31,2021-04-09,06989,5610C,202006989,24.7,14.3,2.5,17.54,5.13,64.17,2467.71,1402.94,240.93,1277.51,523.91,5913.0,1,1,1,1,1,EVANDO,SARL,,2018-02-08,0,0.0,-1,-1,-1,-1,-1
29600,MIS-2020-10-01,2020-10-31,2021-02-28,06992,6820B,202006992,21.05,10.45,2.2,15.65,3.5,52.85,2056.22,1016.12,242.32,1243.79,350.09,4908.54,1,1,1,1,1,JE LOUE,SAS,Location de terrains et d'autres biens immobiliers,2018-01-11,0,0.0,-1,-1,-1,-1,-1
30416,MIS-2020-12-01,2020-12-31,2021-04-09,06993,5630Z,202006993,17.81,10.02,2.35,0.0,9.6,39.78,1860.97,1224.24,212.63,0.0,1217.56,4515.4,1,1,1,0,1,2 PCB,SARL,Débits de boissons,2017-12-14,1,0.0,-1,-1,-1,-1,-1
30417,MIS-2020-12-01,2020-12-31,2021-10-31,06994,8130Z,202006994,4.21,8.18,0.0,11.6,0.0,23.99,540.79,989.71,0.0,749.42,0.0,2279.92,1,1,0,1,0,CORBINEAU PAYSAGE,EURL,,2017-12-29,0,0.0,-1,-1,-1,-1,-1
30418,MIS-2020-12-01,2020-12-31,2021-04-30,07003,5630Z,202007003,21.51,36.27,0.45,6.75,7.11,72.09,2307.18,4827.34,41.84,531.98,695.2,8403.54,1,1,1,1,1,BL EMBARCADERE,SASU,Débits de boissons,2018-02-21,1,0.0,-1,-1,-1,-1,-1
30419,MIS-2020-12-01,2020-12-31,2021-04-09,07004,6630Z,202007004,5.99,6.58,0.0,0.0,0.0,12.57,755.09,871.74,0.0,0.0,0.0,1626.83,1,1,0,0,0,HORIZON GRAND LARGE,EURL,Gestion de fonds,2018-02-21,0,0.0,0,0,77,167,0
31447,MIS-2020-09-01,2020-09-30,2021-01-31,07009,5610c,202007009,33.83,29.0,1.77,35.7,16.95,117.25,3203.79,3359.88,162.61,2706.9,1579.55,11012.73,1,1,1,1,1,PORNICHET FISH ET CHIPS,EURL,,2017-12-22,0,0.0,-1,-1,-1,-1,-1
30420,MIS-2020-12-01,2020-12-31,2020-08-25,07012,8690D,202007012,0.0,0.6,0.0,0.0,0.0,0.6,0.0,45.62,0.0,0.0,0.0,45.62,0,1,0,0,0,HERVE,IND,,2018-01-12,0,0.0,-1,-1,-1,-1,-1
30421,MIS-2020-12-01,2020-12-31,2021-05-31,07026,5610C,202007026,19.8,9.22,1.6,33.01,12.85,76.48,2068.22,1093.08,142.71,2145.19,1195.97,6645.17,1,1,1,1,1,TÂM,SARL,Restauration de type rapide,2018-12-20,3,314293.45,1,534,1186,1765,1
30422,MIS-2020-12-01,2020-12-31,2021-04-30,07028,4619B,202007028,8.8,4.1,0.0,1.4,0.0,14.3,1092.22,394.43,0.0,125.18,0.0,1611.83,1,1,0,1,0,ELEFTERIOU NICOLAS,EIRL,,2018-02-21,0,0.0,-1,-1,-1,-1,-1
30424,MIS-2020-12-01,2020-12-31,2021-04-30,07036,8690D,202007036,6.05,8.53,0.0,0.0,0.0,14.58,611.15,897.85,0.0,0.0,0.0,1509.0,1,1,0,0,0,LABIDOIRE EMMANUELLE,IND,Activités des infirmiers et des sages-femmes,2018-01-13,0,58889.62,0,21,81,295,0
30425,MIS-2020-12-01,2020-12-31,2021-05-11,07037,7311Z,202007037,9.2,12.0,0.0,5.75,0.0,26.95,1002.06,1354.41,0.0,549.77,0.0,2906.24,1,1,0,1,0,PLOURDEAU,EIRL,Activités des agences de publicité,2018-01-11,0,0.0,-1,-1,-1,-1,-1
30426,MIS-2020-12-01,2020-12-31,2021-05-07,07040,6820B,202007040,6.15,2.9,0.2,0.9,0.0,10.15,630.34,237.92,18.6,66.5,0.0,953.36,1,1,1,1,0,LEL,SCI,Location de terrains et d'autres biens immobiliers,2018-01-26,0,0.0,-1,-1,-1,-1,-1
30427,MIS-2020-12-01,2020-12-31,2021-05-31,07047,1812Z,202007047,7.65,0.73,3.45,0.0,5.15,16.98,732.06,77.72,387.71,0.0,554.59,1752.08,1,1,1,0,1,B'COM,EURL,Autre imprimerie (labeur),2018-04-16,0,0.0,-1,-1,-1,-1,-1
29663,MIS-2020-11-01,2020-11-30,2021-01-31,07051,4669A,202007051,12.35,10.51,1.2,15.49,0.6,40.15,1256.08,973.99,106.73,1055.22,76.39,3468.41,1,1,1,1,1,PLUGNLOCK,SAS,,2018-04-17,0,0.0,-1,-1,-1,-1,-1
30428,MIS-2020-12-01,2020-12-31,2021-05-31,07054,7420Z,202007054,4.75,0.0,0.0,2.0,0.0,6.75,557.82,0.0,0.0,140.88,0.0,698.7,1,0,0,1,0,NGB,SARL,,2018-04-04,0,0.0,-1,-1,-1,-1,-1
30429,MIS-2020-12-01,2020-12-31,2021-03-31,07061,4399C,202007061,27.19,17.72,1.27,39.86,11.25,97.29,2595.04,1723.48,125.01,3010.13,1164.21,8617.87,1,1,1,1,1,BCR SOL,SASU,Travaux de maçonnerie générale et gros œuvre de bâtiment,2018-02-07,3,0.0,-1,-1,-1,-1,-1
30430,MIS-2020-12-01,2020-12-31,2021-07-06,07063,2222Z,202007063,74.6,6.8,0.0,0.0,43.6,125.0,7762.36,739.36,0.0,0.0,4350.36,12852.08,1,1,0,0,1,SERIOPLAST LAVARDAC,SAS,Fabrication d'emballages en matières plastiques,2018-02-21,1,6527715.73,1,958,1563,1235,0
30431,MIS-2020-12-01,2020-12-31,2021-03-09,07073,6420Z,202007073,5.35,7.1,0.0,1.85,0.0,14.3,731.15,725.89,0.0,189.07,0.0,1646.11,1,1,0,1,0,KPG,SAS,Activités des sociétés holding,2018-02-21,0,0.0,-1,-1,-1,-1,-1
30432,MIS-2020-12-01,2020-12-31,2021-04-30,07074,6820B,202007074,4.4,8.0,0.0,5.1,0.0,17.5,431.63,761.31,0.0,453.58,0.0,1646.52,1,1,0,1,0,ESP3C,SCI,Location de terrains et d'autres biens immobiliers,2018-02-21,0,0.0,-1,-1,-1,-1,-1
30433,MIS-2020-12-01,2020-12-31,2021-04-30,07075,4729Z,202007075,18.25,5.25,2.2,24.4,0.0,50.1,2009.57,499.87,236.64,2094.77,0.0,4840.85,1,1,1,1,0,AU PLAISIR,SARL,,2018-02-21,0,0.0,-1,-1,-1,-1,-1
30434,MIS-2020-12-01,2020-12-31,2021-06-04,07084,7022Z,202007084,26.95,13.45,2.75,17.17,0.0,60.32,2737.45,1452.85,277.86,1238.78,0.0,5706.94,1,1,1,1,0,FERDINANTES PATRIMOINE,EURL,,2018-07-06,0,0.0,-1,-1,-1,-1,-1
30435,MIS-2020-12-01,2020-12-31,2021-05-31,07087,6820B,202007087,2.75,0.25,0.0,0.0,0.0,3.0,272.26,26.78,0.0,0.0,0.0,299.04,1,1,0,0,0,ANP IMMO,SCI,Location de terrains et d'autres biens immobiliers,2019-11-15,0,0.0,-1,-1,-1,-1,-1
30436,MIS-2020-12-01,2020-12-31,2021-04-30,07094,5811Z,202007094,13.4,3.57,1.4,2.25,0.0,20.62,1413.58,322.79,133.19,158.49,0.0,2028.05,1,1,1,1,0,LES EDITIONS PRUNE SAS,SAS,,2018-02-21,0,0.0,-1,-1,-1,-1,-1
30437,MIS-2020-12-01,2020-12-31,2021-04-30,07096,8690D,202007096,6.05,1.32,0.0,1.5,0.0,8.87,651.1,141.03,0.0,105.66,0.0,897.79,1,1,0,1,0,MOSCA CHRYSTELLE,IND,,2018-04-04,0,0.0,-1,-1,-1,-1,-1
30438,MIS-2020-12-01,2020-12-31,2021-05-31,07098,6831Z,202007098,18.31,6.38,0.0,9.84,0.0,34.53,1722.22,740.84,0.0,666.46,0.0,3129.52,1,1,0,1,0,WEILL,IND,Agences immobilières,2018-02-20,0,0.0,-1,-1,-1,-1,-1
30439,MIS-2020-12-01,2020-12-31,2021-06-04,07101,5920Z,202007101,15.85,7.25,0.65,5.35,0.0,29.1,1674.12,847.11,78.15,395.97,0.0,2995.35,1,1,1,1,0,AKA PUBLISHING,EURL,Enregistrement sonore et édition musicale,2018-08-28,5,44107.46,0,20,123,112,1
30440,MIS-2020-12-01,2020-12-31,2021-10-31,07102,8130Z,202007102,2.09,3.98,0.3,1.0,0.0,7.37,227.09,609.88,26.68,64.61,0.0,928.26,1,1,1,1,0,CORBINEAU ENTRETIEN,EURL,,2018-09-20,0,0.0,-1,-1,-1,-1,-1
30442,MIS-2020-12-01,2020-12-31,2021-08-31,07105,6820B,202007105,6.05,2.5,0.5,3.35,0.0,12.4,686.66,224.53,60.03,288.75,0.0,1259.97,1,1,1,1,0,DU PORT ALBERT,SCI,Location de terrains et d'autres biens immobiliers,2018-07-19,0,0.0,-1,-1,-1,-1,-1
30444,MIS-2020-12-01,2020-12-31,2021-04-30,07117,5610A,202007117,16.5,6.8,2.35,1.5,9.8,36.95,2036.69,891.86,298.78,144.89,986.01,4358.23,1,1,1,1,1,LD2F,SAS,Restauration traditionnelle,2018-11-20,4,101266.26,1,336,808,1100,1
31448,MIS-2020-09-01,2020-09-30,2021-01-31,07120,5610C,202007120,20.5,16.79,2.0,29.39,7.4,76.08,2006.0,1921.43,206.39,2146.16,691.6,6971.58,1,1,1,1,1,PORNIC FISH AND CHIPS,SARL,,2018-06-27,0,0.0,-1,-1,-1,-1,-1
30445,MIS-2020-12-01,2020-12-31,2021-03-31,07125,6820B,202007125,2.1,1.2,0.0,1.9,0.0,5.2,213.0,105.41,0.0,166.02,0.0,484.43,1,1,0,1,0,GODET,SCI,Location de terrains et d'autres biens immobiliers,2018-06-13,0,0.0,-1,-1,-1,-1,-1
30446,MIS-2020-12-01,2020-12-31,2021-04-30,07128,4634Z,202007128,17.15,26.85,4.35,9.75,0.0,58.1,2247.23,3581.44,646.86,728.84,0.0,7204.37,1,1,1,1,0,BS BOISSONS,SAS,Commerce de gros (commerce interentreprises) de boissons,2018-07-20,0,33619.36,0,82,112,172,0
31266,MIS-2020-08-01,2020-08-31,2021-05-31,07129,5610A,202007129,24.05,22.28,2.4,14.9,6.9,70.53,2603.49,2707.97,270.91,1043.13,868.2,7493.7,1,1,1,1,1,P.G.C.N.,EURL,Restauration traditionnelle,2018-09-14,1,0.0,-1,-1,-1,-1,-1
30447,MIS-2020-12-01,2020-12-31,2021-04-30,07130,6820B,202007130,4.75,2.9,0.0,1.25,0.0,8.9,415.69,342.4,0.0,88.05,0.0,846.14,1,1,0,1,0,SCI TEILROZO,SCI,Location de terrains et d'autres biens immobiliers,2018-04-16,0,0.0,-1,-1,-1,-1,-1
30448,MIS-2020-12-01,2020-12-31,2021-05-31,07131,6820B,202007131,5.45,1.13,0.35,1.15,0.0,8.08,559.22,98.24,37.5,103.43,0.0,798.39,1,1,1,1,0,MARTIN,SCI,,2018-06-06,0,0.0,-1,-1,-1,-1,-1
30449,MIS-2020-12-01,2020-12-31,2020-05-31,07132,6420Z,202007132,0.0,0.0,0.7,0.0,0.0,0.7,0.0,0.0,62.26,0.0,0.0,62.26,0,0,1,0,0,CAPCEC,SAS,,2018-04-02,0,0.0,-1,-1,-1,-1,-1
31449,MIS-2020-09-01,2020-09-30,2021-01-22,07134,9004Z,202007134,43.4,10.85,2.1,30.05,0.0,86.4,4681.09,1335.28,231.32,2290.88,0.0,8538.57,1,1,1,1,0,FASTE,SAS,Gestion de salles de spectacles,2018-11-16,0,0.0,-1,-1,-1,-1,-1
30450,MIS-2020-12-01,2020-12-31,2021-04-30,07139,6619a,202007139,0.4,0.5,0.0,0.0,0.0,0.9,55.97,54.33,0.0,0.0,0.0,110.3,1,1,0,0,0,ISARIA ,SCM,,2019-01-23,0,0.0,-1,-1,-1,-1,-1
31136,MIS-2020-06-01,2020-06-30,2021-01-31,07142,7111Z,202007142,42.5,11.7,1.65,1.25,4.8,61.9,4715.93,1305.89,194.58,121.26,480.14,6817.8,1,1,1,1,1,TERRIEN ARCHITECTES,SARL,Activités d'architecture,2018-06-29,0,0.0,-1,-1,-1,-1,-1
30451,MIS-2020-12-01,2020-12-31,2021-05-31,07143,4399C,202007143,9.08,23.37,6.82,45.26,8.92,93.45,1169.98,2291.52,635.59,3235.96,896.96,8230.01,1,1,1,1,1,ACBAT,SASU,Travaux de maçonnerie générale et gros œuvre de bâtiment,2018-04-20,1,0.0,-1,-1,-1,-1,-1
31451,MIS-2020-09-01,2020-09-30,2021-01-11,07144,6420Z,202007144,6.54,2.02,3.17,0.0,0.0,11.73,774.24,212.27,286.3,0.0,0.0,1272.81,1,1,1,0,0,MY MAX,SARL,,2019-02-14,0,0.0,-1,-1,-1,-1,-1
29665,MIS-2020-11-01,2020-11-30,2021-04-30,07147,4334Z,202007147,20.4,2.9,0.85,14.25,10.35,48.75,2104.52,344.04,75.61,958.47,1062.56,4545.2,1,1,1,1,1,ODE HARVEY,SASU,,2018-09-07,0,0.0,-1,-1,-1,-1,-1
31452,MIS-2020-09-01,2020-09-30,2020-12-31,07149,7410Z,202007149,16.9,8.65,1.2,19.81,0.0,46.56,2052.79,818.21,106.74,1376.27,0.0,4354.01,1,1,1,1,0,KIOSQUE DECO,EURL,Activités spécialisées de design,2018-05-18,1,0.0,-1,-1,-1,-1,-1
30453,MIS-2020-12-01,2020-12-31,2021-06-30,07159,9609Z,202007159,2.25,0.7,0.0,0.5,0.0,3.45,250.81,107.74,0.0,45.78,0.0,404.33,1,1,0,1,0,MORANCAIS ,IND,Autres services personnels n.c.a.,2018-04-04,0,1450.0,0,16,15,45,0
30454,MIS-2020-12-01,2020-12-31,2021-03-31,07171,6820B,202007171,9.3,3.83,0.55,1.5,0.0,15.18,846.34,371.63,60.59,95.49,0.0,1374.05,1,1,1,1,0,LOU BREIZH,SC,Location de terrains et d'autres biens immobiliers,2018-05-28,0,0.0,-1,-1,-1,-1,-1
30455,MIS-2020-12-01,2020-12-31,2021-06-02,07178,6630Z,202007178,25.15,22.75,0.0,15.5,5.5,68.9,3464.36,2715.68,0.0,1158.07,552.94,7891.05,1,1,0,1,1,E-SWIN DEVELOPPEMENT,SAS,Gestion de fonds,2018-09-07,1,0.0,-1,-1,-1,-1,-1
30456,MIS-2020-12-01,2020-12-31,2021-07-31,07179,2849z,202007179,58.35,19.85,1.5,46.2,21.7,147.6,5119.12,1738.86,165.22,3752.47,2148.61,12924.28,1,1,1,1,1,SMD STITCHING MACHINE DEVELOPMENT,SASU,Fabrication d'autres machines-outils,2018-10-26,6,450281.07,0,127,856,908,1
30457,MIS-2020-12-01,2020-12-31,2021-05-31,07181,6312Z,202007181,14.0,6.9,0.2,2.4,0.0,23.5,1811.33,764.49,38.0,213.46,0.0,2827.28,1,1,1,1,0,SA-ID,SASU,Portails internet,2019-12-20,0,0.0,-1,-1,-1,-1,-1
30458,MIS-2020-12-01,2020-12-31,2021-05-31,07182,8211Z,202007182,6.55,1.7,0.0,0.75,0.35,9.35,834.25,168.8,0.0,66.73,42.09,1111.87,1,1,0,1,1,AILE CS,SAS,,2019-12-23,0,0.0,-1,-1,-1,-1,-1
30459,MIS-2020-12-01,2020-12-31,2021-03-31,07188,4711B,202007188,36.35,11.46,0.25,0.0,17.25,65.31,3854.35,1611.48,38.1,0.0,1732.54,7236.47,1,1,1,0,1,DISTRIGEL,SARL,Commerce d'alimentation générale,2018-06-27,0,0.0,-1,-1,-1,-1,-1
31138,MIS-2020-06-01,2020-06-30,2020-11-09,07189,6420Z,202007189,5.46,1.04,0.85,0.3,0.0,7.65,713.87,109.28,75.61,31.53,0.0,930.29,1,1,1,1,0,CLAVELIN AGENCY,EURL,,2018-05-31,0,0.0,-1,-1,-1,-1,-1
30460,MIS-2020-12-01,2020-12-31,2021-05-31,07190,6820B,202007190,4.2,0.96,0.0,1.2,0.0,6.36,556.39,103.51,0.0,101.51,0.0,761.41,1,1,0,1,0,SCI EBJ,SCI,Location de terrains et d'autres biens immobiliers,2018-05-30,0,0.0,-1,-1,-1,-1,-1
30461,MIS-2020-12-01,2020-12-31,2021-04-30,07193,6820B,202007193,7.55,0.0,0.25,3.38,0.0,11.18,692.64,0.0,22.23,264.17,0.0,979.04,1,0,1,1,0,LBV,SCI,Location de terrains et d'autres biens immobiliers,2018-06-08,0,0.0,-1,-1,-1,-1,-1
30462,MIS-2020-12-01,2020-12-31,2021-05-07,07194,6820A,202007194,7.9,0.0,0.0,1.0,0.0,8.9,730.5,0.0,0.0,78.47,0.0,808.97,1,0,0,1,0,LESAGE BRUNO LMNP,IND,Location de logements,2018-10-31,0,0.0,-1,-1,-1,-1,-1
30463,MIS-2020-12-01,2020-12-31,2021-04-09,07199,6820B,202007199,2.06,0.87,1.08,0.0,0.0,4.01,278.04,138.1,97.36,0.0,0.0,513.5,1,1,1,0,0,RIVE SUD ,SCI,Location de terrains et d'autres biens immobiliers,2018-07-17,0,0.0,-1,-1,-1,-1,-1
30464,MIS-2020-12-01,2020-12-31,2021-04-30,07200,7112B,202007200,7.45,2.49,0.0,2.5,0.0,12.44,774.12,321.1,0.0,246.53,0.0,1341.75,1,1,0,1,0,ROUSSEAU,IND,,2018-04-26,0,0.0,-1,-1,-1,-1,-1
30465,MIS-2020-12-01,2020-12-31,2021-05-31,07201,8559A,202007201,26.55,16.35,1.55,19.9,3.9,68.25,3089.8,1660.2,171.25,1648.05,375.34,6944.64,1,1,1,1,1,JONATHAN FIDI CONSULTING,EURL,Formation continue d'adultes,2018-05-04,0,0.0,-1,-1,-1,-1,-1
30466,MIS-2020-12-01,2020-12-31,2021-04-06,07202,6820B,202007202,4.63,3.6,0.0,4.25,0.0,12.48,457.1,304.91,0.0,277.95,0.0,1039.96,1,1,0,1,0,DECOAR,SCI,Location de terrains et d'autres biens immobiliers,2018-05-17,0,10551.65,0,15,34,105,0
31454,MIS-2020-09-01,2020-09-30,2021-01-31,07207,7010Z,202007207,4.2,5.0,1.1,1.5,0.0,11.8,474.95,739.31,97.84,97.49,0.0,1409.59,1,1,1,1,0,FISH & CHIPS HOLDING,SARL,,2020-02-05,0,0.0,-1,-1,-1,-1,-1
30467,MIS-2020-12-01,2020-12-31,2021-01-31,07208,6820B,202007208,2.01,5.02,1.45,0.33,0.0,8.81,325.87,640.53,134.84,34.68,0.0,1135.92,1,1,1,1,0,LEGEAY,SCI,,2019-02-18,0,0.0,-1,-1,-1,-1,-1
30468,MIS-2020-12-01,2020-12-31,2024-01-31,07212,6820B,202007212,4.42,1.06,0.0,3.5,0.0,8.98,546.94,122.89,0.0,253.58,0.0,923.41,1,1,0,1,0,SCI BABOUCHKA ,SCI,Location de terrains et d'autres biens immobiliers,2018-07-04,0,0.0,-1,-1,-1,-1,-1
30469,MIS-2020-12-01,2020-12-31,2020-02-04,07214,6820B,202007214,0.0,0.7,0.0,0.0,0.0,0.7,0.0,84.18,0.0,0.0,0.0,84.18,0,1,0,0,0,METABOLES,SC,,2018-11-26,0,0.0,-1,-1,-1,-1,-1
30470,MIS-2020-12-01,2020-12-31,2021-06-08,07218,4520A,202007218,43.4,32.5,2.55,70.3,10.2,158.95,4758.42,3454.13,297.03,5966.57,1102.02,15578.17,1,1,1,1,1,ANDREZE AUTOMOBILES,SARL,Entretien et réparation de véhicules automobiles légers,2018-12-20,3,601673.77,1,2719,1203,1633,1
30471,MIS-2020-12-01,2020-12-31,2021-04-30,07223,6820B,202007223,9.55,0.6,0.0,4.1,0.0,14.25,843.82,74.46,0.0,310.14,0.0,1228.42,1,1,0,1,0,VILLA GABENA,SCI,Location de terrains et d'autres biens immobiliers,2018-12-13,0,0.0,-1,-1,-1,-1,-1
30472,MIS-2020-12-01,2020-12-31,2021-05-31,07225,6820B,202007225,4.15,3.1,0.0,1.0,0.0,8.25,398.91,574.34,0.0,72.45,0.0,1045.7,1,1,0,1,0,SCI HIKERN,SCI,Location de terrains et d'autres biens immobiliers,2018-09-20,0,0.0,-1,-1,-1,-1,-1
31457,MIS-2020-09-01,2020-09-30,2020-12-07,07228,4722Z,202007228,27.65,11.95,2.95,35.15,5.61,83.31,2694.95,1048.53,264.19,2414.48,561.15,6983.3,1,1,1,1,1,A VEAU PAPILLES,SARL,Commerce de détail de viandes et de produits à base de viande en magasin spécialisé,2018-06-06,0,0.0,-1,-1,-1,-1,-1
30474,MIS-2020-12-01,2020-12-31,2021-05-31,07234,4771Z,202007234,20.55,14.2,0.0,23.7,11.05,69.5,2136.04,1889.73,0.0,1954.18,1114.02,7093.97,1,1,0,1,1,MAISON MONARQUE,SAS,Commerce de détail d'habillement en magasin spécialisé,2018-09-18,0,0.0,-1,-1,-1,-1,-1
30475,MIS-2020-12-01,2020-12-31,2021-04-30,07237,6820B,202007237,4.88,2.71,0.0,2.28,0.0,9.87,584.89,263.55,0.0,172.2,0.0,1020.64,1,1,0,1,0,NEMAS,SCI,Location de terrains et d'autres biens immobiliers,2018-12-05,0,0.0,-1,-1,-1,-1,-1
31458,MIS-2020-09-01,2020-09-30,2020-11-30,07240,4332b,202007240,7.85,9.78,1.95,11.89,6.45,37.92,806.03,1063.88,186.92,742.38,645.18,3444.39,1,1,1,1,1,DESIGN ART METAL ,SASU,Travaux de menuiserie métallique et serrurerie,2018-06-06,0,0.0,-1,-1,-1,-1,-1
30477,MIS-2020-12-01,2020-12-31,2021-06-30,07247,5520Z,202007247,5.5,0.0,0.5,0.0,0.0,6.0,669.59,0.0,60.5,0.0,0.0,730.09,1,0,1,0,0,C MISTRAL,SCI,Hébergement touristique et autre hébergement de courte durée,2018-06-06,0,0.0,-1,-1,-1,-1,-1
29601,MIS-2020-10-01,2020-10-31,2021-06-03,07248,1071C,202007248,13.1,6.84,0.0,9.05,0.25,29.24,1263.24,559.17,0.0,639.16,26.27,2487.84,1,1,0,1,1,LOUVRIER TONY ,IND,,2018-06-20,0,0.0,-1,-1,-1,-1,-1
30478,MIS-2020-12-01,2020-12-31,2021-05-31,07252,9602A,202007252,18.7,26.9,0.0,6.0,10.7,62.3,2050.25,3031.93,0.0,517.94,1105.97,6706.09,1,1,0,1,1,ROUSSEAU RICHARD ,IND,,2018-07-04,0,0.0,-1,-1,-1,-1,-1
30479,MIS-2020-12-01,2020-12-31,2021-04-30,07259,6420Z,202007259,5.55,1.05,1.95,0.8,2.8,12.15,659.66,94.31,210.8,71.15,263.38,1299.3,1,1,1,1,1,INFINILINE ,SARL,Activités des sociétés holding,2018-06-15,0,0.0,-1,-1,-1,-1,-1
30480,MIS-2020-12-01,2020-12-31,2021-04-30,07260,9602A,202007260,12.95,4.55,1.95,6.4,8.35,34.2,1419.1,407.74,210.8,496.59,833.4,3367.63,1,1,1,1,1,YO BENISANAEL ,EURL,Coiffure,2018-06-15,0,0.0,-1,-1,-1,-1,-1
30481,MIS-2020-12-01,2020-12-31,2021-03-31,07268,4334Z,202007268,9.1,10.35,0.7,9.25,0.0,29.4,1274.95,1340.81,65.09,593.02,0.0,3273.87,1,1,1,1,0,DUVEAU FLORIAN ARTISAN PEINTRE,EURL,,2018-06-27,0,0.0,-1,-1,-1,-1,-1
30483,MIS-2020-12-01,2020-12-31,2021-11-30,07272,8891A,202007272,24.65,3.35,1.7,12.2,11.25,53.15,2462.0,445.06,191.6,1142.75,1133.48,5374.89,1,1,1,1,1,LES PETITS PAS DE BAGNEUX,SARL,Accueil de jeunes enfants,2018-07-06,0,0.0,-1,-1,-1,-1,-1
30484,MIS-2020-12-01,2020-12-31,2021-11-30,07274,8891A,202007274,22.55,4.35,0.0,14.95,11.55,53.4,2377.96,548.74,0.0,1501.33,1165.89,5593.92,1,1,0,1,1,LES PETITS PAS ,EURL,Accueil de jeunes enfants,2018-07-06,0,0.0,-1,-1,-1,-1,-1
30485,MIS-2020-12-01,2020-12-31,2021-11-30,07275,6420Z,202007275,12.75,2.15,3.2,1.65,0.0,19.75,1301.18,271.49,428.04,139.47,0.0,2140.18,1,1,1,1,0,MOT MALICE ,SASU,Activités des sociétés holding,2018-08-20,0,0.0,-1,-1,-1,-1,-1
30486,MIS-2020-12-01,2020-12-31,2021-03-31,07277,7022Z,202007277,55.25,22.4,0.46,46.4,24.1,148.61,5943.55,2173.66,30.69,3219.58,2422.11,13789.59,1,1,1,1,1,VARIANT CONSULTANTS,SARL,Conseil pour les affaires et autres conseils de gestion,2018-09-17,0,0.0,-1,-1,-1,-1,-1
30487,MIS-2020-12-01,2020-12-31,2021-06-30,07282,6820A,202007282,7.45,4.55,0.0,0.85,0.0,12.85,801.34,483.17,0.0,88.94,0.0,1373.45,1,1,0,1,0,LOUIS JEAN ERIC ,IND,Location de logements,2018-10-03,0,6686.78,0,14,14,37,0
31460,MIS-2020-09-01,2020-09-30,2021-01-08,07283,5610A,202007283,17.75,5.44,2.25,11.95,9.88,47.27,1807.79,522.74,247.84,876.43,999.65,4454.45,1,1,1,1,1,LES PONTS ,EURL,Restauration traditionnelle,2018-10-02,0,0.0,-1,-1,-1,-1,-1
30488,MIS-2020-12-01,2020-12-31,2021-05-31,07284,8690E,202007284,13.7,6.3,0.0,4.0,0.0,24.0,1441.8,600.05,0.0,394.44,0.0,2436.29,1,1,0,1,0,BUSSON ,IND,"Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues",2018-09-04,0,34104.16,0,142,171,470,0
